series,horizon,median,pi80_lo,pi80_hi,pi90_lo,pi90_hi
guitars,24,8.08876069737417,7.475698889321557,8.726221957953657,7.274992094262183,8.983836974836063
guitars,25,8.087346147831553,7.448620470294344,8.760665334715407,7.251610236673241,8.993223904385612
guitars,26,8.091738987611675,7.4375766729964905,8.791560908988417,7.224066088566698,9.019377159247718
guitars,27,8.088943308657326,7.429375371100183,8.806730562156082,7.198937525438109,9.070636822380301
guitars,28,8.094115430466703,7.4124700974820525,8.826613567697688,7.189820305548143,9.099930752642445
guitars,29,8.094652305170133,7.406415735126287,8.854727553362023,7.1690157022462335,9.113796985898102
guitars,30,8.098927089957279,7.396992256914145,8.859083697108119,7.151687645370661,9.146220704904666
guitars,31,8.094436730805539,7.3645286282183555,8.89897674599203,7.129398986527894,9.180571930174935
guitars,32,8.091763382335857,7.344203425788279,8.91111425772292,7.091282244965798,9.213602123625222
guitars,33,8.089157372285932,7.335062766159122,8.919918217127305,7.084460833650138,9.246061719360217
guitars,34,8.090287097288051,7.3067145735354995,8.950810587693628,7.037619252330231,9.2994294067938
guitars,35,8.092001184934944,7.2995684585631455,8.986638471879496,7.009963927237771,9.337969890261183
guitars,36,8.089032305475136,7.279323398000593,9.010005831117176,6.990568149278458,9.383132006352469
guitars,37,8.088570120914804,7.2648021157346045,9.02547284891387,6.977615736889866,9.383105666625557
guitars,38,8.091703159071816,7.248866732468162,9.044992055726917,6.980987049905112,9.399438665767414
guitars,39,8.089657833415128,7.233823275141561,9.064365604812165,6.956346151481132,9.446882979356037
guitars,40,8.095602464382125,7.2223723661561,9.079699379753949,6.933824494665059,9.460146091801743
guitars,41,8.086285965837648,7.206987270045118,9.088979588404934,6.913667963349036,9.500409228041882
guitars,42,8.080732980347534,7.1655665861646956,9.10092210513171,6.9103177368559985,9.524041851714319
guitars,43,8.084390169837532,7.163500125392503,9.114356032427175,6.869983254283196,9.559165063285102
guitars,44,8.080990720312311,7.148888268622772,9.160760782071087,6.831785126180544,9.59847345392202
guitars,45,8.089592264690344,7.117043530168311,9.16882861081275,6.808515763391786,9.61623050023788
guitars,46,8.089018951010196,7.111958128929767,9.201892330496772,6.774996637439209,9.666830480494415
guitars,47,8.090370790076065,7.097471504907362,9.215553131729898,6.736797025219024,9.695168346735
guitars,48,8.079822095911489,7.086856680261565,9.229234336458369,6.70960091385645,9.698279424559232
guitars,49,8.086195613919639,7.061307046680134,9.271208791938568,6.698337420764895,9.710906819450335
guitars,50,8.08672774541066,7.05678937053066,9.268642678294999,6.680828430591611,9.795482967836492
guitars,51,8.080353340365367,7.020200058830923,9.2971922080976,6.665774181114239,9.80236260586931
guitars,52,8.077395887610287,6.9976021912375055,9.313887588220746,6.645266024980408,9.831035180791067
guitars,53,8.079670471429337,6.989024449443849,9.331628833450582,6.624134821333911,9.87263119066858
guitars,54,8.076529915397531,6.964522153819796,9.3560824213563,6.599458353013678,9.899013522183889
guitars,55,8.075984409756087,6.95790293221746,9.370642840007422,6.587279998417294,9.940253549043733
